,index,time,open,high,low,close,volume,currency_volume
15133,15133,2023-07-11 04:13:00,30475,30475,30471,30471,82.718,2520540.9525
15134,15134,2023-07-11 04:14:00,30471,30471.5,30467.5,30468.5,68.916,2099851.5005
15135,15135,2023-07-11 04:15:00,30468.5,30472,30468,30472,84.643,2579109.5795
15136,15136,2023-07-11 04:16:00,30472,30473.5,30471.5,30473,65.677,2001342.0475
15137,15137,2023-07-11 04:17:00,30473,30473.5,30472,30472,57.584,1754717.634
15138,15138,2023-07-11 04:18:00,30472,30472.5,30472,30472.5,65.682,2001482.804
15139,15139,2023-07-11 04:19:00,30472.5,30472.5,30459.5,30460,88.534,2697154.0975
15140,15140,2023-07-11 04:20:00,30460,30461,30460,30460.5,48.274,1470454.324
15141,15141,2023-07-11 04:21:00,30460.5,30461,30460,30460,82.105,2500977.543
15142,15142,2023-07-11 04:22:00,30460,30461,30460,30460.5,93.209,2839167.701
15143,15143,2023-07-11 04:23:00,30460.5,30460.5,30460,30460.5,80.165,2441843.5975
15144,15144,2023-07-11 04:24:00,30460.5,30461,30460,30461,69.419,2114540.2995
15145,15145,2023-07-11 04:25:00,30461,30467.5,30460.5,30467.5,45.287,1379692.267
15146,15146,2023-07-11 04:26:00,30467.5,30467.5,30464,30465,57.993,1766762.33
15147,15147,2023-07-11 04:27:00,30465,30465.5,30457,30457.5,95.586,2911759.4805
15148,15148,2023-07-11 04:28:00,30457.5,30459,30453.5,30454,70.603,2150381.716
15149,15149,2023-07-11 04:29:00,30454,30459.5,30452.5,30459,58.851,1792328.0385
15150,15150,2023-07-11 04:30:00,30459,30459.5,30459,30459,23.527,716613.4275
15151,15151,2023-07-11 04:31:00,30459,30459.5,30445,30445,65.349,1989729.181
15152,15152,2023-07-11 04:32:00,30445,30449.5,30441.5,30449.5,44.772,1363108.275
15153,15153,2023-07-11 04:33:00,30449.5,30455,30449.5,30455,60.807,1851832.955
15154,15154,2023-07-11 04:34:00,30455,30457,30455,30457,76.728,2336838.0885
15155,15155,2023-07-11 04:35:00,30457,30457,30452.5,30453.5,58.675,1786902.4075
15156,15156,2023-07-11 04:36:00,30453.5,30454,30450.5,30450.5,23.049,701885.7485
15157,15157,2023-07-11 04:37:00,30450.5,30453.5,30450.5,30451,20.132,613061.215
15158,15158,2023-07-11 04:38:00,30451,30451,30444,30444,67.547,2056724.4985
15159,15159,2023-07-11 04:39:00,30444,30444,30438,30441,100.744,3066637.9675
15160,15160,2023-07-11 04:40:00,30441,30441,30440,30440.5,78.845,2400070.0505
15161,15161,2023-07-11 04:41:00,30440.5,30440.5,30433,30433,53.854,1639065.965
15162,15162,2023-07-11 04:42:00,30433,30434,30431,30433.5,64.681,1968425.0815
15163,15163,2023-07-11 04:43:00,30433.5,30434,30430,30430.5,57.258,1742445.303
15164,15164,2023-07-11 04:44:00,30430.5,30434,30430,30433.5,50.727,1543719.514
15165,15165,2023-07-11 04:45:00,30433.5,30447.5,30433,30443.5,104.92,3194119.482
15166,15166,2023-07-11 04:46:00,30443.5,30443.5,30434.5,30434.5,114.581,3487795.025
15167,15167,2023-07-11 04:47:00,30434.5,30435.5,30434,30434.5,56.355,1715143.1755
15168,15168,2023-07-11 04:48:00,30434.5,30443.5,30434.5,30443,47.763,1453956.3555
15169,15169,2023-07-11 04:49:00,30443,30448.5,30443,30448.5,99.971,3043767.443
15170,15170,2023-07-11 04:50:00,30448.5,30451.5,30436.5,30437,28.038,853682.0845
15171,15171,2023-07-11 04:51:00,30437,30437,30435,30435.5,62.244,1894427.885
15172,15172,2023-07-11 04:52:00,30435.5,30435.5,30428,30428.5,82.054,2497057.813
15173,15173,2023-07-11 04:53:00,30428.5,30430,30427.5,30428,97.373,2962850.896
15174,15174,2023-07-11 04:54:00,30428,30430.5,30419.5,30423,106.55,3241483.9245
15175,15175,2023-07-11 04:55:00,30423,30423,30422.5,30423,35.074,1067047.0355
15176,15176,2023-07-11 04:56:00,30423,30423,30422.5,30422.5,61.974,1885421.3705
15177,15177,2023-07-11 04:57:00,30422.5,30426.5,30422.5,30426.5,94.965,2889271.112
15178,15178,2023-07-11 04:58:00,30426.5,30429.5,30426.5,30428.5,63.87,1943473.702
15179,15179,2023-07-11 04:59:00,30428.5,30428.5,30425.5,30426,39.841,1212222.79
15180,15180,2023-07-11 05:00:00,30426,30430.5,30425.5,30430.5,134.172,4082640.5005
15181,15181,2023-07-11 05:01:00,30430.5,30430.5,30422,30422,107.923,3283495.9945
15182,15182,2023-07-11 05:02:00,30422,30424,30422,30422.5,57.933,1762485.8505
15183,15183,2023-07-11 05:03:00,30422.5,30423,30421.5,30422,86.251,2623928.992
15184,15184,2023-07-11 05:04:00,30422,30422.5,30419.5,30422.5,89.056,2709240.5905
15185,15185,2023-07-11 05:05:00,30422.5,30423.5,30421.5,30421.5,40.938,1245417.87
15186,15186,2023-07-11 05:06:00,30421.5,30428,30419.5,30428,90.449,2751801.0935
15187,15187,2023-07-11 05:07:00,30428,30428,30423.5,30426,29.729,904526.981
15188,15188,2023-07-11 05:08:00,30426,30427.5,30425,30426.5,100.013,3043047.166
15189,15189,2023-07-11 05:09:00,30426.5,30430.5,30425.5,30430.5,91.385,2780622.457
15190,15190,2023-07-11 05:10:00,30430.5,30432.5,30426.5,30432.5,120.314,3661125.4125
15191,15191,2023-07-11 05:11:00,30432.5,30433,30432.5,30433,96.19,2927328.3235
15192,15192,2023-07-11 05:12:00,30433,30433,30431.5,30431.5,98.686,3003241.1595
15193,15193,2023-07-11 05:13:00,30431.5,30431.5,30428.5,30429,43.706,1329949.8145
15194,15194,2023-07-11 05:14:00,30429,30429.5,30427,30427,27.217,828157.749
15195,15195,2023-07-11 05:15:00,30427,30427.5,30421.5,30422.5,53.932,1640849.6245
15196,15196,2023-07-11 05:16:00,30422.5,30423,30420,30420,95.733,2912255.0935
15197,15197,2023-07-11 05:17:00,30420,30423,30419.5,30419.5,87.661,2666712.949
15198,15198,2023-07-11 05:18:00,30419.5,30425,30419.5,30424.5,84.354,2566271.9665
15199,15199,2023-07-11 05:19:00,30424.5,30431,30424.5,30429.5,99.574,3029739.1885
15200,15200,2023-07-11 05:20:00,30429.5,30433,30429.5,30432,26.658,811265.084
15201,15201,2023-07-11 05:21:00,30432,30433.5,30432,30433,47.541,1446812.078
15202,15202,2023-07-11 05:22:00,30433,30436,30432.5,30436,66.018,2009200.9015
15203,15203,2023-07-11 05:23:00,30436,30436.5,30435.5,30436.5,95.083,2893940.621
15204,15204,2023-07-11 05:24:00,30436.5,30436.5,30435.5,30435.5,73.691,2242854.6765
15205,15205,2023-07-11 05:25:00,30435.5,30437.5,30435.5,30437.5,77.305,2352963.1865
15206,15206,2023-07-11 05:26:00,30437.5,30438,30437,30438,96.951,2950931.4825
15207,15207,2023-07-11 05:27:00,30438,30438.5,30437,30437.5,62.617,1905906.518
15208,15208,2023-07-11 05:28:00,30437.5,30440,30437,30440,32.606,992485.1245
15209,15209,2023-07-11 05:29:00,30440,30450,30439,30446,103.887,3162678.554
15210,15210,2023-07-11 05:30:00,30446,30446,30443,30443,56.053,1706458.4675
15211,15211,2023-07-11 05:31:00,30443,30445,30443,30444,50.763,1545421.194
15212,15212,2023-07-11 05:32:00,30444,30444.5,30444,30444.5,27.753,844919.3895
15213,15213,2023-07-11 05:33:00,30444.5,30447.5,30443,30444.5,76.094,2316669.5835
15214,15214,2023-07-11 05:34:00,30444.5,30445,30443,30443.5,51.925,1580781.3615
15215,15215,2023-07-11 05:35:00,30443.5,30450,30443.5,30450,135.83,4135333.626
15216,15216,2023-07-11 05:36:00,30450,30454,30449,30449,75.074,2286070.9175
15217,15217,2023-07-11 05:37:00,30449,30449,30445.5,30447.5,55.221,1681326.364
15218,15218,2023-07-11 05:38:00,30447.5,30449,30447,30449,95.557,2909485.736
15219,15219,2023-07-11 05:39:00,30449,30449.5,30447.5,30448,47.662,1451215.0285
15220,15220,2023-07-11 05:40:00,30448,30448,30444,30444.5,25.296,770180.883
15221,15221,2023-07-11 05:41:00,30444.5,30444.5,30434,30434,64.46,1962166.296
15222,15222,2023-07-11 05:42:00,30434,30435.5,30431,30431,94.29,2869556.664
15223,15223,2023-07-11 05:43:00,30431,30431,30425,30427,82.36,2506036.77
15224,15224,2023-07-11 05:44:00,30427,30428.5,30425.5,30428,67.142,2042963.5505
15225,15225,2023-07-11 05:45:00,30428,30432,30428,30432,87.182,2653018.4275
15226,15226,2023-07-11 05:46:00,30432,30435,30431.5,30434,41.303,1256956.355
15227,15227,2023-07-11 05:47:00,30434,30434,30432.5,30434,81.134,2469186.826
15228,15228,2023-07-11 05:48:00,30434,30439,30433.5,30439,38.774,1180170.9125
15229,15229,2023-07-11 05:49:00,30439,30440,30438.5,30440,81.255,2473349.3125
15230,15230,2023-07-11 05:50:00,30440,30447.5,30439.5,30447,86.985,2648287.591
15231,15231,2023-07-11 05:51:00,30447,30447,30435,30435,61.607,1875460.6635
15232,15232,2023-07-11 05:52:00,30435,30435.5,30434.5,30435,20.992,638885.384
15233,15233,2023-07-11 05:53:00,30435,30439,30434.5,30436.5,24.087,733108.12
15234,15234,2023-07-11 05:54:00,30436.5,30437.5,30426.5,30429,76.121,2316603.2965
15235,15235,2023-07-11 05:55:00,30429,30430.5,30428.5,30430,92.464,2813636.745
15236,15236,2023-07-11 05:56:00,30430,30432,30430,30432,74.211,2258331.3385
15237,15237,2023-07-11 05:57:00,30432,30432,30431,30431.5,62.535,1903055.25
15238,15238,2023-07-11 05:58:00,30431.5,30432,30431,30432,54.073,1645516.6235
15239,15239,2023-07-11 05:59:00,30432,30442.5,30432,30438.5,24.013,730923.1715
15240,15240,2023-07-11 06:00:00,30438.5,30439,30434.5,30435,86.367,2628657.872
15241,15241,2023-07-11 06:01:00,30435,30444,30434.5,30444,60.139,1830631.74
15242,15242,2023-07-11 06:02:00,30444,30448.5,30444,30448.5,21.945,668148.922
15243,15243,2023-07-11 06:03:00,30448.5,30465.5,30448,30463.5,54.436,1657861.888
15244,15244,2023-07-11 06:04:00,30463.5,30478,30463.5,30472.5,71.706,2184873.3615
15245,15245,2023-07-11 06:05:00,30472.5,30490,30469,30484.5,160.945,4905528.171
15246,15246,2023-07-11 06:06:00,30484.5,30484.5,30475.5,30476.5,96.289,2934845.8175
15247,15247,2023-07-11 06:07:00,30476.5,30476.5,30469,30469,38.884,1184954.083
15248,15248,2023-07-11 06:08:00,30469,30476.5,30469,30476.5,66.755,2034378.322
15249,15249,2023-07-11 06:09:00,30476.5,30496,30476,30495.5,115.383,3517847.2325
15250,15250,2023-07-11 06:10:00,30495.5,30516,30495.5,30508,161.171,4916755.6995
15251,15251,2023-07-11 06:11:00,30508,30508,30490.5,30495,92.575,2823106.8345
15252,15252,2023-07-11 06:12:00,30495,30516,30493.5,30516,79.481,2424724.872
15253,15253,2023-07-11 06:13:00,30516,30525,30510.5,30524,112.603,3436291.1225
15254,15254,2023-07-11 06:14:00,30524,30526,30512.5,30514.5,132.361,4039127.764
15255,15255,2023-07-11 06:15:00,30514.5,30515,30491,30491,116.457,3552590.046
15256,15256,2023-07-11 06:16:00,30491,30491,30477,30477,76.169,2321798.9935
15257,15257,2023-07-11 06:17:00,30477,30479,30477,30477,68.062,2074404.326
15258,15258,2023-07-11 06:18:00,30477,30479.5,30477,30479,55.433,1689469.309
15259,15259,2023-07-11 06:19:00,30479,30480.5,30478.5,30479,56.593,1724955.5995
15260,15260,2023-07-11 06:20:00,30479,30479,30475,30476.5,73.191,2230598.574
15261,15261,2023-07-11 06:21:00,30476.5,30479,30475,30475.5,54.954,1674830.9305
15262,15262,2023-07-11 06:22:00,30475.5,30479.5,30475,30479,76.901,2343824.986
15263,15263,2023-07-11 06:23:00,30479,30479,30472,30473,84.652,2579777.5885
15264,15264,2023-07-11 06:24:00,30473,30487,30473,30486,66.843,2037482.6505
15265,15265,2023-07-11 06:25:00,30486,30487,30486,30486,71.531,2180715.107
15266,15266,2023-07-11 06:26:00,30486,30487,30485,30487,47.885,1459811.3015
15267,15267,2023-07-11 06:27:00,30487,30488,30485,30485.5,102.219,3116262.316
15268,15268,2023-07-11 06:28:00,30485.5,30501.5,30485.5,30500,98.564,3006019.116
15269,15269,2023-07-11 06:29:00,30500,30523,30500,30522,150.177,4581713.6975
15270,15270,2023-07-11 06:30:00,30522,30582,30522,30572.5,340.317,10399267.697
15271,15271,2023-07-11 06:31:00,30572.5,30573,30548,30553.5,239.912,7331054.928
15272,15272,2023-07-11 06:32:00,30553.5,30584,30553.5,30572,204.141,6241136.583
15273,15273,2023-07-11 06:33:00,30572,30572,30548.5,30558,96.592,2951583.572
15274,15274,2023-07-11 06:34:00,30558,30572,30546.5,30548,109.851,3356965.8625
15275,15275,2023-07-11 06:35:00,30548,30548,30543,30545,90.404,2761359.9595
15276,15276,2023-07-11 06:36:00,30545,30567.5,30538.5,30546,71.033,2170417.4605
15277,15277,2023-07-11 06:37:00,30546,30550,30545,30549,66.499,2031409.9775
15278,15278,2023-07-11 06:38:00,30549,30549,30543.5,30547.5,36.112,1103089.58
15279,15279,2023-07-11 06:39:00,30547.5,30549,30547,30548,82.372,2516321.5755
15280,15280,2023-07-11 06:40:00,30548,30548.5,30539,30544.5,82.258,2512537.1065
15281,15281,2023-07-11 06:41:00,30544.5,30545,30531.5,30534,41.181,1257528.9605
15282,15282,2023-07-11 06:42:00,30534,30542.5,30534,30542,69.398,2119512.818
15283,15283,2023-07-11 06:43:00,30542,30542.5,30537,30537.5,52.926,1616343.201
15284,15284,2023-07-11 06:44:00,30537.5,30540.5,30537,30537,40.197,1227564.957
15285,15285,2023-07-11 06:45:00,30537,30539,30520.5,30539,111.206,3395096.5715
15286,15286,2023-07-11 06:46:00,30539,30555,30539,30545,49.423,1509797.227
15287,15287,2023-07-11 06:47:00,30545,30550,30543,30546,44.463,1358228.238
15288,15288,2023-07-11 06:48:00,30546,30569.5,30545,30562.5,130.101,3976066.4395
15289,15289,2023-07-11 06:49:00,30562.5,30563,30559.5,30561.5,106.864,3265841.386
15290,15290,2023-07-11 06:50:00,30561.5,30601.5,30559.5,30601,87.671,2680793.4935
15291,15291,2023-07-11 06:51:00,30601,30642,30590.5,30590.5,638.481,19544628.945
15292,15292,2023-07-11 06:52:00,30590.5,30609,30579,30606,242.703,7426727.6505
15293,15293,2023-07-11 06:53:00,30606,30606.5,30575,30575.5,149.334,4568104.6955
15294,15294,2023-07-11 06:54:00,30575.5,30575.5,30566.5,30571,83.219,2543907.6925
15295,15295,2023-07-11 06:55:00,30571,30590,30568,30590,86.847,2655721.1485
15296,15296,2023-07-11 06:56:00,30590,30599.5,30577.5,30595.5,201.859,6175129.552
15297,15297,2023-07-11 06:57:00,30595.5,30611,30592.5,30604,137.122,4196077.8985
15298,15298,2023-07-11 06:58:00,30604,30611,30602.5,30610.5,108.987,3335690.1275
15299,15299,2023-07-11 06:59:00,30610.5,30618.5,30607,30610,126.65,3877318.2625
15300,15300,2023-07-11 07:00:00,30610,30619,30591,30591.5,184.703,5653445.7555
15301,15301,2023-07-11 07:01:00,30591.5,30599,30583,30592.5,86.783,2654869.8925
15302,15302,2023-07-11 07:02:00,30592.5,30593,30575,30576.5,82.692,2528953.257
15303,15303,2023-07-11 07:03:00,30576.5,30579.5,30559.5,30560,93.774,2867098.4435
15304,15304,2023-07-11 07:04:00,30560,30569.5,30559.5,30569.5,53.056,1621686.5725
15305,15305,2023-07-11 07:05:00,30569.5,30600,30569,30599.5,101.663,3109186.6185
15306,15306,2023-07-11 07:06:00,30599.5,30631,30599.5,30627.5,226.217,6926418.233
15307,15307,2023-07-11 07:07:00,30627.5,30627.5,30615,30622,86.457,2647383.0225
15308,15308,2023-07-11 07:08:00,30622,30623,30616,30622.5,69.227,2119741.7795
15309,15309,2023-07-11 07:09:00,30622.5,30622.5,30598.5,30598.5,76.97,2356084.236
15310,15310,2023-07-11 07:10:00,30598.5,30600.5,30596.5,30597.5,74.769,2287798.762
15311,15311,2023-07-11 07:11:00,30597.5,30597.5,30575.5,30575.5,82.682,2528542.3065
15312,15312,2023-07-11 07:12:00,30575.5,30577,30565.5,30568,141.73,4333051.906
15313,15313,2023-07-11 07:13:00,30568,30578.5,30568,30574.5,68.166,2084200.48
15314,15314,2023-07-11 07:14:00,30574.5,30577,30573.5,30577,36.837,1126302.5195
15315,15315,2023-07-11 07:15:00,30577,30577.5,30575,30576.5,113.123,3458877.1085
15316,15316,2023-07-11 07:16:00,30576.5,30576.5,30566,30566,72.006,2201160.6235
15317,15317,2023-07-11 07:17:00,30566,30566,30551.5,30553,107.867,3296011.271
15318,15318,2023-07-11 07:18:00,30553,30559,30542,30559,57.162,1746453.623
15319,15319,2023-07-11 07:19:00,30559,30559,30545,30552,84.402,2578674.808
15320,15320,2023-07-11 07:20:00,30552,30555,30552,30555,53.144,1623708.15
15321,15321,2023-07-11 07:21:00,30555,30555,30539,30544.5,123.884,3784257.419
15322,15322,2023-07-11 07:22:00,30544.5,30554,30544.5,30554,111.375,3402505.085
15323,15323,2023-07-11 07:23:00,30554,30554,30553.5,30553.5,67.152,2051749.648
15324,15324,2023-07-11 07:24:00,30553.5,30560,30553.5,30560,89.786,2743617.844
15325,15325,2023-07-11 07:25:00,30560,30568.5,30560,30565.5,83.923,2565239.9975
15326,15326,2023-07-11 07:26:00,30565.5,30582,30565,30582,116.568,3563442.7435
15327,15327,2023-07-11 07:27:00,30582,30582.5,30568,30568.5,103.784,3172836.9345
15328,15328,2023-07-11 07:28:00,30568.5,30568.5,30560,30560.5,45.226,1382256.434
15329,15329,2023-07-11 07:29:00,30560.5,30565,30560,30561.5,37.412,1143411.6955
15330,15330,2023-07-11 07:30:00,30561.5,30562,30561,30561.5,30.157,921637.5805
15331,15331,2023-07-11 07:31:00,30561.5,30561.5,30553.5,30553.5,72.399,2212400.4245
15332,15332,2023-07-11 07:32:00,30553.5,30554,30550.5,30552.5,38.059,1162770.4795
15333,15333,2023-07-11 07:33:00,30552.5,30552.5,30535,30535,68.452,2090645.903
15334,15334,2023-07-11 07:34:00,30535,30541,30535,30539.5,47.782,1459196.897
15335,15335,2023-07-11 07:35:00,30539.5,30539.5,30537.5,30537.5,55.005,1679776.383
15336,15336,2023-07-11 07:36:00,30537.5,30542.5,30537.5,30539.5,38.809,1185261.656
15337,15337,2023-07-11 07:37:00,30539.5,30542.5,30539,30542.5,23.812,727258.413
15338,15338,2023-07-11 07:38:00,30542.5,30542.5,30534.5,30540.5,67.097,2048959.579
15339,15339,2023-07-11 07:39:00,30540.5,30540.5,30535,30535.5,53.716,1640400.962
15340,15340,2023-07-11 07:40:00,30535.5,30539.5,30535,30538.5,57.802,1765124.1995
15341,15341,2023-07-11 07:41:00,30538.5,30538.5,30535,30535.5,57.258,1748452.105
15342,15342,2023-07-11 07:42:00,30535.5,30536.5,30535,30535.5,26.642,813528.608
15343,15343,2023-07-11 07:43:00,30535.5,30549,30535,30546.5,103.12,3149500.6015
15344,15344,2023-07-11 07:44:00,30546.5,30548,30544.5,30544.5,35.569,1086510.864
15345,15345,2023-07-11 07:45:00,30544.5,30545,30537.5,30539,38.023,1161220.8025
15346,15346,2023-07-11 07:46:00,30539,30539,30526.5,30530,64.792,1978109.946
15347,15347,2023-07-11 07:47:00,30530,30532.5,30529,30532.5,56.669,1730101.8385
15348,15348,2023-07-11 07:48:00,30532.5,30533.5,30530.5,30533.5,57.478,1754910.8705
15349,15349,2023-07-11 07:49:00,30533.5,30533.5,30530,30530.5,34.967,1067595.9555
15350,15350,2023-07-11 07:50:00,30530.5,30533.5,30530.5,30533.5,32.392,989007.7135
15351,15351,2023-07-11 07:51:00,30533.5,30541.5,30533,30538,56.961,1739290.413
15352,15352,2023-07-11 07:52:00,30538,30557,30537.5,30557,42.899,1310383.103
15353,15353,2023-07-11 07:53:00,30557,30557,30540,30540,78.67,2403262.097
15354,15354,2023-07-11 07:54:00,30540,30540.5,30536,30538,64.287,1963214.925
15355,15355,2023-07-11 07:55:00,30538,30538.5,30533,30533,51.668,1577847.373
15356,15356,2023-07-11 07:56:00,30533,30533.5,30514.5,30525.5,131.727,4020734.846
15357,15357,2023-07-11 07:57:00,30525.5,30526,30515.5,30515.5,32.595,994787.073
15358,15358,2023-07-11 07:58:00,30515.5,30526,30515.5,30522,72.749,2220460.752
15359,15359,2023-07-11 07:59:00,30522,30522.5,30517.5,30518,26.123,797310.3255
15360,15360,2023-07-11 08:00:00,30518,30526,30517.5,30521.5,52.947,1616020.138
15361,15361,2023-07-11 08:01:00,30521.5,30527.5,30521.5,30523.5,26.011,793963.753
15362,15362,2023-07-11 08:02:00,30523.5,30526.5,30523,30526,58.984,1800481.7725
15363,15363,2023-07-11 08:03:00,30526,30531.5,30525,30530.5,42.57,1299596.248
15364,15364,2023-07-11 08:04:00,30530.5,30530.5,30530,30530.5,51.025,1557811.5885
15365,15365,2023-07-11 08:05:00,30530.5,30537.5,30530,30537.5,17.777,542761.303
15366,15366,2023-07-11 08:06:00,30537.5,30539,30535,30535,37.913,1157779.548
15367,15367,2023-07-11 08:07:00,30535,30543,30535,30543,22.569,689239.3495
15368,15368,2023-07-11 08:08:00,30543,30543.5,30542.5,30543.5,57.675,1761560.7995
15369,15369,2023-07-11 08:09:00,30543.5,30545,30540.5,30541,68.345,2087477.703
15370,15370,2023-07-11 08:10:00,30541,30541,30539.5,30540,19.056,581973.9245
15371,15371,2023-07-11 08:11:00,30540,30545.5,30539.5,30545.5,57.737,1763527.467
15372,15372,2023-07-11 08:12:00,30545.5,30545.5,30541.5,30542,53.094,1621714.2385
15373,15373,2023-07-11 08:13:00,30542,30546.5,30541.5,30546.5,40.309,1231256.9205
15374,15374,2023-07-11 08:14:00,30546.5,30546.5,30545,30545.5,52.844,1614137.041
15375,15375,2023-07-11 08:15:00,30545.5,30545.5,30539.5,30539.5,34.74,1060971.565
15376,15376,2023-07-11 08:16:00,30539.5,30539.5,30533.5,30534,66.956,2044465.5685
15377,15377,2023-07-11 08:17:00,30534,30535.5,30533,30535,53.078,1620698.3705
15378,15378,2023-07-11 08:18:00,30535,30535.5,30523.5,30523.5,28.707,876468.936
15379,15379,2023-07-11 08:19:00,30523.5,30524,30521,30523.5,65.197,1990001.005
15380,15380,2023-07-11 08:20:00,30523.5,30523.5,30517,30517,29.571,902500.4115
15381,15381,2023-07-11 08:21:00,30517,30518.5,30512.5,30517.5,85.821,2618877.874
15382,15382,2023-07-11 08:22:00,30517.5,30517.5,30497,30507.5,212.696,6487895.406
15383,15383,2023-07-11 08:23:00,30507.5,30508,30504,30507.5,59.445,1813465.646
15384,15384,2023-07-11 08:24:00,30507.5,30514.5,30507,30514.5,70.549,2152631.034
15385,15385,2023-07-11 08:25:00,30514.5,30518,30514,30517.5,41.341,1261562.878
15386,15386,2023-07-11 08:26:00,30517.5,30519,30512,30513,44.835,1368129.3535
15387,15387,2023-07-11 08:27:00,30513,30513.5,30512.5,30513.5,19.891,606932.279
15388,15388,2023-07-11 08:28:00,30513.5,30513.5,30513,30513,46.493,1418656.166
15389,15389,2023-07-11 08:29:00,30513,30523,30513,30522,25.136,767163.3625
15390,15390,2023-07-11 08:30:00,30522,30522.5,30504.5,30506,86.974,2654311.0515
15391,15391,2023-07-11 08:31:00,30506,30509,30505.5,30508.5,110.405,3368213.7805
15392,15392,2023-07-11 08:32:00,30508.5,30510.5,30506.5,30508,51.232,1563005.903
15393,15393,2023-07-11 08:33:00,30508,30510,30508,30510,76.123,2322487.889
15394,15394,2023-07-11 08:34:00,30510,30511.5,30509.5,30511.5,49.598,1513245.9795
15395,15395,2023-07-11 08:35:00,30511.5,30517,30511,30517,102.317,3122044.696
15396,15396,2023-07-11 08:36:00,30517,30517,30506.5,30506.5,91.933,2804884.917
15397,15397,2023-07-11 08:37:00,30506.5,30507,30500.5,30501,59.241,1807146.222
15398,15398,2023-07-11 08:38:00,30501,30505.5,30500,30501,114.15,3481801.4925
15399,15399,2023-07-11 08:39:00,30501,30501,30480.5,30488.5,187.608,5719594.5925
15400,15400,2023-07-11 08:40:00,30488.5,30503.5,30488,30503,125.887,3839257.9265
15401,15401,2023-07-11 08:41:00,30503,30503.5,30499,30503.5,59.743,1822166.5
15402,15402,2023-07-11 08:42:00,30503.5,30513,30503,30510,102.326,3121899.376
15403,15403,2023-07-11 08:43:00,30510,30512.5,30506.5,30512.5,31.936,974294.029
15404,15404,2023-07-11 08:44:00,30512.5,30513,30511,30512.5,83.59,2550515.4105
15405,15405,2023-07-11 08:45:00,30512.5,30513,30506.5,30506.5,106.031,3234989.0685
15406,15406,2023-07-11 08:46:00,30506.5,30507,30492.5,30492.5,61.628,1879375.954
15407,15407,2023-07-11 08:47:00,30492.5,30497,30489,30494.5,163.295,4979546.296
15408,15408,2023-07-11 08:48:00,30494.5,30497.5,30486.5,30490,81.109,2473166.7425
15409,15409,2023-07-11 08:49:00,30490,30490.5,30489.5,30490.5,109.832,3348817.8585
15410,15410,2023-07-11 08:50:00,30490.5,30501,30490,30495.5,172.415,5258177.345
15411,15411,2023-07-11 08:51:00,30495.5,30496,30490,30490.5,52.941,1614245.089
15412,15412,2023-07-11 08:52:00,30490.5,30491,30489.5,30489.5,68.432,2086503.607
15413,15413,2023-07-11 08:53:00,30489.5,30496,30489.5,30495.5,60.885,1856523.434
15414,15414,2023-07-11 08:54:00,30495.5,30498.5,30489.5,30490,60.051,1831349.136
15415,15415,2023-07-11 08:55:00,30490,30508.5,30488,30503,55.716,1699454.7805
15416,15416,2023-07-11 08:56:00,30503,30503.5,30495,30495,29.23,891476.8495
15417,15417,2023-07-11 08:57:00,30495,30495,30486.5,30487,74.694,2277465.9745
15418,15418,2023-07-11 08:58:00,30487,30487.5,30473,30477.5,107.611,3279662.352
15419,15419,2023-07-11 08:59:00,30477.5,30478,30473,30473,170.441,5194346.0815
15420,15420,2023-07-11 09:00:00,30473,30473.5,30464,30467,183.274,5583928.313
15421,15421,2023-07-11 09:01:00,30467,30470,30467,30469.5,106.471,3244080.8135
15422,15422,2023-07-11 09:02:00,30469.5,30470.5,30466,30470.5,56.032,1707196.543
15423,15423,2023-07-11 09:03:00,30470.5,30484,30470,30484,64.749,1973216.015
15424,15424,2023-07-11 09:04:00,30484,30485,30481,30483,104.582,3188023.961
15425,15425,2023-07-11 09:05:00,30483,30485,30475,30485,74.327,2265424.993
15426,15426,2023-07-11 09:06:00,30485,30487.5,30485,30487.5,106.969,3261148.9485
15427,15427,2023-07-11 09:07:00,30487.5,30487.5,30479,30479.5,28.172,858770.008
15428,15428,2023-07-11 09:08:00,30479.5,30479.5,30467,30467.5,101.867,3104174.3085
15429,15429,2023-07-11 09:09:00,30467.5,30472.5,30465.5,30467.5,74.383,2266280.2445
15430,15430,2023-07-11 09:10:00,30467.5,30468,30465,30465,44.539,1356955.064
15431,15431,2023-07-11 09:11:00,30465,30465.5,30459.5,30460,95.704,2915343.4275
15432,15432,2023-07-11 09:12:00,30460,30462,30457,30457,113.531,3458179.964
15433,15433,2023-07-11 09:13:00,30457,30457.5,30453,30453,88.21,2686580.2885
15434,15434,2023-07-11 09:14:00,30453,30460,30450.5,30458,118.422,3606681.933
15435,15435,2023-07-11 09:15:00,30458,30459,30456.5,30459,49.3,1501588.1065
15436,15436,2023-07-11 09:16:00,30459,30459,30440.5,30442.5,84.38,2569431.494
15437,15437,2023-07-11 09:17:00,30442.5,30442.5,30422,30433.5,211.823,6445487.231
15438,15438,2023-07-11 09:18:00,30433.5,30434,30415.5,30420,173.717,5284610.812
15439,15439,2023-07-11 09:19:00,30420,30421.5,30415,30421.5,127.23,3870180.3025
15440,15440,2023-07-11 09:20:00,30421.5,30421.5,30375,30400,563.367,17119642.6195
15441,15441,2023-07-11 09:21:00,30400,30408.5,30391.5,30408.5,132.379,4024086.8045
