,index,time,open,high,low,close,volume,currency_volume
1009,1009,2023-07-01 08:49:00,30433.5,30433.5,30424.5,30425.5,83.372,2536608.238
1010,1010,2023-07-01 08:50:00,30425.5,30429,30424.5,30428.5,22.159,674217.0045
1011,1011,2023-07-01 08:51:00,30428.5,30429.5,30424.5,30424.5,93.439,2843116.538
1012,1012,2023-07-01 08:52:00,30424.5,30433.5,30424.5,30433.5,128.268,3902951.9275
1013,1013,2023-07-01 08:53:00,30433.5,30433.5,30427,30427.5,56.173,1709213.137
1014,1014,2023-07-01 08:54:00,30427.5,30428.5,30427,30428.5,60.234,1832784.2545
1015,1015,2023-07-01 08:55:00,30428.5,30442,30428,30431.5,109.996,3347819.939
1016,1016,2023-07-01 08:56:00,30431.5,30431.5,30410,30420.5,72.292,2199117.7675
1017,1017,2023-07-01 08:57:00,30420.5,30426.5,30419,30420.5,97.087,2953801.6065
1018,1018,2023-07-01 08:58:00,30420.5,30420.5,30418.5,30419.5,65.7,1998589.0465
1019,1019,2023-07-01 08:59:00,30419.5,30421,30418,30421,34.375,1045642.259
1020,1020,2023-07-01 09:00:00,30421,30421,30418,30418,82.059,2496140.4945
1021,1021,2023-07-01 09:01:00,30418,30418.5,30414.5,30418.5,73.37,2231627.317
1022,1022,2023-07-01 09:02:00,30418.5,30425,30418,30425,53.448,1626000.9365
1023,1023,2023-07-01 09:03:00,30425,30426.5,30425,30426,29.933,910737.94
1024,1024,2023-07-01 09:04:00,30426,30428,30425.5,30427,25.3,769797.43
1025,1025,2023-07-01 09:05:00,30427,30427,30425.5,30426,40.274,1225385.49
1026,1026,2023-07-01 09:06:00,30426,30430,30426,30430,23.259,707740.1385
1027,1027,2023-07-01 09:07:00,30430,30430,30429.5,30430,31.268,951475.549
1028,1028,2023-07-01 09:08:00,30430,30431.5,30429.5,30431,59.084,1797976.4235
1029,1029,2023-07-01 09:09:00,30431,30431,30428.5,30429,26.954,820188.2205
1030,1030,2023-07-01 09:10:00,30429,30429,30424,30424,31.663,963406.725
1031,1031,2023-07-01 09:11:00,30424,30424,30421,30421,65.19,1983176.8365
1032,1032,2023-07-01 09:12:00,30421,30421,30412,30412,52.983,1611385.14
1033,1033,2023-07-01 09:13:00,30412,30417.5,30412,30417.5,43.612,1326464.585
1034,1034,2023-07-01 09:14:00,30417.5,30417.5,30417,30417,36.561,1112087.2885
1035,1035,2023-07-01 09:15:00,30417,30417.5,30414.5,30416.5,41.962,1276317.8975
1036,1036,2023-07-01 09:16:00,30416.5,30418,30416.5,30417.5,48.384,1471695
1037,1037,2023-07-01 09:17:00,30417.5,30418,30413.5,30416.5,44.454,1352140.928
1038,1038,2023-07-01 09:18:00,30416.5,30417,30416,30417,55.629,1692037.6165
1039,1039,2023-07-01 09:19:00,30417,30421,30416,30420,80.023,2434110.72
1040,1040,2023-07-01 09:20:00,30420,30428.5,30419.5,30428,62.746,1908900.0635
1041,1041,2023-07-01 09:21:00,30428,30428.5,30424.5,30428,60.06,1827466.8805
1042,1042,2023-07-01 09:22:00,30428,30428,30427,30427.5,51.052,1553373.8825
1043,1043,2023-07-01 09:23:00,30427.5,30430,30427.5,30430,31.191,949129.2665
1044,1044,2023-07-01 09:24:00,30430,30430,30429.5,30429.5,81.332,2474899.7845
1045,1045,2023-07-01 09:25:00,30429.5,30432.5,30429.5,30432.5,69.728,2121922.422
1046,1046,2023-07-01 09:26:00,30432.5,30433,30432,30432.5,56.612,1722844.6145
1047,1047,2023-07-01 09:27:00,30432.5,30441.5,30432,30440.5,30.093,915967.773
1048,1048,2023-07-01 09:28:00,30440.5,30443,30438,30443,36.251,1103473.206
1049,1049,2023-07-01 09:29:00,30443,30443,30442.5,30442.5,39.895,1214511.6435
1050,1050,2023-07-01 09:30:00,30442.5,30443,30442.5,30443,31.101,946799.071
1051,1051,2023-07-01 09:31:00,30443,30443,30442,30442,56.017,1705288.549
1052,1052,2023-07-01 09:32:00,30442,30443,30441.5,30441.5,69.438,2113867.813
1053,1053,2023-07-01 09:33:00,30441.5,30442,30440,30440,84.808,2581610.622
1054,1054,2023-07-01 09:34:00,30440,30441,30440,30441,76.072,2315674.2015
1055,1055,2023-07-01 09:35:00,30441,30441,30440,30440,33.889,1031586.805
1056,1056,2023-07-01 09:36:00,30440,30441,30440,30441,62.476,1901801.1275
1057,1057,2023-07-01 09:37:00,30441,30441,30440.5,30440.5,47.903,1458206.761
1058,1058,2023-07-01 09:38:00,30440.5,30441,30438,30439,46.923,1428339.3695
1059,1059,2023-07-01 09:39:00,30439,30439.5,30436.5,30436.5,28.658,872279.953
1060,1060,2023-07-01 09:40:00,30436.5,30437.5,30432,30432.5,48.774,1484409.1545
1061,1061,2023-07-01 09:41:00,30432.5,30435,30432,30434.5,91.851,2795253.925
1062,1062,2023-07-01 09:42:00,30434.5,30439,30434.5,30439,37.984,1156168.5745
1063,1063,2023-07-01 09:43:00,30439,30439,30438.5,30438.5,83.003,2526510.022
1064,1064,2023-07-01 09:44:00,30438.5,30439,30438.5,30439,24.202,736679.8415
1065,1065,2023-07-01 09:45:00,30439,30439,30426,30426,42.042,1279504.993
1066,1066,2023-07-01 09:46:00,30426,30426.5,30422,30423,27.822,846449.4315
1067,1067,2023-07-01 09:47:00,30423,30425,30422.5,30423,47.666,1450154.1345
1068,1068,2023-07-01 09:48:00,30423,30425,30422.5,30424.5,64.393,1959083.1505
1069,1069,2023-07-01 09:49:00,30424.5,30425,30424,30424.5,41.961,1276645.9335
1070,1070,2023-07-01 09:50:00,30424.5,30424.5,30424,30424.5,67.701,2059768.976
1071,1071,2023-07-01 09:51:00,30424.5,30424.5,30424,30424.5,30.413,925293.2415
1072,1072,2023-07-01 09:52:00,30424.5,30425,30424,30424,38.383,1167771.1375
1073,1073,2023-07-01 09:53:00,30424,30426.5,30424,30426.5,75.158,2286682.8365
1074,1074,2023-07-01 09:54:00,30426.5,30426.5,30424.5,30424.5,67.155,2043187.9325
1075,1075,2023-07-01 09:55:00,30424.5,30425,30424,30424,71.928,2188362.295
1076,1076,2023-07-01 09:56:00,30424,30424.5,30424,30424,64.28,1955677.971
1077,1077,2023-07-01 09:57:00,30424,30424.5,30424,30424,53.178,1617898.2095
1078,1078,2023-07-01 09:58:00,30424,30424.5,30421,30421,36.269,1103381.025
1079,1079,2023-07-01 09:59:00,30421,30422,30421,30421.5,83.554,2541842.2115
1080,1080,2023-07-01 10:00:00,30421.5,30424.5,30421,30424.5,95.864,2916493.733
1081,1081,2023-07-01 10:01:00,30424.5,30424.5,30424,30424.5,49.927,1518985.2725
1082,1082,2023-07-01 10:02:00,30424.5,30424.5,30424,30424.5,38.779,1179824.59
1083,1083,2023-07-01 10:03:00,30424.5,30424.5,30424,30424.5,27.427,834451.1705
1084,1084,2023-07-01 10:04:00,30424.5,30424.5,30424,30424,24.194,736087.948
1085,1085,2023-07-01 10:05:00,30424,30424,30423,30423,67.275,2046711.504
1086,1086,2023-07-01 10:06:00,30423,30423.5,30423,30423.5,56.433,1716867.757
1087,1087,2023-07-01 10:07:00,30423.5,30433.5,30423.5,30432.5,39.899,1214043.8165
1088,1088,2023-07-01 10:08:00,30432.5,30433.5,30432.5,30433.5,27.251,829328.4565
1089,1089,2023-07-01 10:09:00,30433.5,30433.5,30431.5,30432.5,21.214,645598.699
1090,1090,2023-07-01 10:10:00,30432.5,30434,30432.5,30434,24.831,755676.7505
1091,1091,2023-07-01 10:11:00,30434,30435,30430,30430,48.061,1462570.1295
1092,1092,2023-07-01 10:12:00,30430,30430.5,30430,30430,71.005,2160701.2075
1093,1093,2023-07-01 10:13:00,30430,30431,30430,30431,83.954,2554790.9175
1094,1094,2023-07-01 10:14:00,30431,30433,30430.5,30432.5,75.171,2287571.6505
1095,1095,2023-07-01 10:15:00,30432.5,30433,30430.5,30430.5,28.57,869450.4505
1096,1096,2023-07-01 10:16:00,30430.5,30430.5,30420.5,30421,25.324,770400.2665
1097,1097,2023-07-01 10:17:00,30421,30421,30417.5,30417.5,30.765,935832.569
1098,1098,2023-07-01 10:18:00,30417.5,30418,30415,30415.5,78.541,2388900.8035
1099,1099,2023-07-01 10:19:00,30415.5,30415.5,30407,30410.5,60.426,1837562.012
1100,1100,2023-07-01 10:20:00,30410.5,30422,30410,30421.5,89.486,2721898.6255
1101,1101,2023-07-01 10:21:00,30421.5,30433,30421.5,30431,75.629,2301413.0505
1102,1102,2023-07-01 10:22:00,30431,30431.5,30430,30431.5,46.269,1408004.366
1103,1103,2023-07-01 10:23:00,30431.5,30439,30431.5,30439,42.898,1305628.5955
1104,1104,2023-07-01 10:24:00,30439,30449,30439,30446.5,87.542,2665395.417
1105,1105,2023-07-01 10:25:00,30446.5,30447.5,30446,30446,78.157,2379590.951
1106,1106,2023-07-01 10:26:00,30446,30448,30446,30448,52.409,1595722.524
1107,1107,2023-07-01 10:27:00,30448,30452,30447.5,30451,84.466,2571998.7565
1108,1108,2023-07-01 10:28:00,30451,30452,30451,30452,68.828,2095916.1845
1109,1109,2023-07-01 10:29:00,30452,30470,30451.5,30469,74.947,2282876.3455
1110,1110,2023-07-01 10:30:00,30469,30472.5,30452.5,30459,136.258,4151121.2255
1111,1111,2023-07-01 10:31:00,30459,30464,30458.5,30460,45.637,1390120.5265
1112,1112,2023-07-01 10:32:00,30460,30460.5,30457,30460,110.945,3379252.3675
1113,1113,2023-07-01 10:33:00,30460,30468,30460,30463.5,71.787,2187027.7805
1114,1114,2023-07-01 10:34:00,30463.5,30468,30463.5,30467,67.124,2045058.243
1115,1115,2023-07-01 10:35:00,30467,30472,30465,30466.5,65.526,1996460.4605
1116,1116,2023-07-01 10:36:00,30466.5,30471,30466,30470,58.391,1779114.477
1117,1117,2023-07-01 10:37:00,30470,30471,30465,30465,85.419,2602582.7925
1118,1118,2023-07-01 10:38:00,30465,30469.5,30461.5,30468,98.525,3001719.1805
1119,1119,2023-07-01 10:39:00,30468,30472,30468,30470,93.862,2859995.056
1120,1120,2023-07-01 10:40:00,30470,30470.5,30468.5,30468.5,26.759,815344.727
1121,1121,2023-07-01 10:41:00,30468.5,30469,30445.5,30445.5,53.248,1621791.8295
1122,1122,2023-07-01 10:42:00,30445.5,30461.5,30436,30460,58.334,1776315.9775
1123,1123,2023-07-01 10:43:00,30460,30462,30459,30459.5,75.876,2311176.701
1124,1124,2023-07-01 10:44:00,30459.5,30466.5,30459.5,30464.5,44.38,1351964.301
1125,1125,2023-07-01 10:45:00,30464.5,30464.5,30464,30464,67.802,2065533.4255
1126,1126,2023-07-01 10:46:00,30464,30464.5,30454.5,30454.5,76.817,2340051.595
1127,1127,2023-07-01 10:47:00,30454.5,30455,30440,30440,42.376,1290176.3995
1128,1128,2023-07-01 10:48:00,30440,30440.5,30430,30430,54.281,1652057.1265
1129,1129,2023-07-01 10:49:00,30430,30433.5,30428,30428.5,59.87,1821921.2385
1130,1130,2023-07-01 10:50:00,30428.5,30431.5,30428,30428.5,93.694,2851014.759
1131,1131,2023-07-01 10:51:00,30428.5,30433.5,30428,30433.5,37.578,1143577.8785
1132,1132,2023-07-01 10:52:00,30433.5,30433.5,30431.5,30432,71.982,2190577.455
1133,1133,2023-07-01 10:53:00,30432,30443.5,30432,30443.5,45.893,1396760.1265
1134,1134,2023-07-01 10:54:00,30443.5,30450.5,30443.5,30449.5,43.619,1328134.749
1135,1135,2023-07-01 10:55:00,30449.5,30449.5,30447,30447,25.469,775471.7835
1136,1136,2023-07-01 10:56:00,30447,30447,30441,30441,24.862,756934.5385
1137,1137,2023-07-01 10:57:00,30441,30441.5,30440.5,30440.5,66.719,2030995.797
1138,1138,2023-07-01 10:58:00,30440.5,30445.5,30440.5,30445.5,53.35,1624185.255
1139,1139,2023-07-01 10:59:00,30445.5,30446.5,30445.5,30446.5,63.628,1937207.151
1140,1140,2023-07-01 11:00:00,30446.5,30455,30446.5,30454.5,65.022,1980040.2435
1141,1141,2023-07-01 11:01:00,30454.5,30459.5,30454.5,30459.5,45.731,1392865.397
1142,1142,2023-07-01 11:02:00,30459.5,30467.5,30459,30467.5,58.406,1779290.1165
1143,1143,2023-07-01 11:03:00,30467.5,30467.5,30465,30465.5,63.731,1941710.2625
1144,1144,2023-07-01 11:04:00,30465.5,30466,30463.5,30464,47.909,1459512.268
1145,1145,2023-07-01 11:05:00,30464,30464,30459,30459,101.561,3093789.7545
1146,1146,2023-07-01 11:06:00,30459,30459.5,30459,30459,29.475,897783.319
1147,1147,2023-07-01 11:07:00,30459,30459.5,30459,30459,80.636,2456098.1705
1148,1148,2023-07-01 11:08:00,30459,30459.5,30459,30459.5,72.083,2195599.1565
1149,1149,2023-07-01 11:09:00,30459.5,30459.5,30459,30459,82.721,2519618.658
1150,1150,2023-07-01 11:10:00,30459,30465.5,30459,30465.5,80.497,2452020.8915
1151,1151,2023-07-01 11:11:00,30465.5,30465.5,30465,30465.5,54.845,1670866.6155
1152,1152,2023-07-01 11:12:00,30465.5,30479.5,30465,30477,134.324,4093170.1815
1153,1153,2023-07-01 11:13:00,30477,30479.5,30476.5,30479,107.737,3283599.8415
1154,1154,2023-07-01 11:14:00,30479,30480.5,30477,30477,101.108,3081628.271
1155,1155,2023-07-01 11:15:00,30477,30485.5,30477,30485,75.698,2307416.62
1156,1156,2023-07-01 11:16:00,30485,30485,30484.5,30485,87.742,2674777.942
1157,1157,2023-07-01 11:17:00,30485,30485.5,30484.5,30485,109.716,3344679.1285
1158,1158,2023-07-01 11:18:00,30485,30485,30484.5,30484.5,80.802,2463226.2775
1159,1159,2023-07-01 11:19:00,30484.5,30485,30484,30484,90,2743623.53
1160,1160,2023-07-01 11:20:00,30484,30484.5,30481,30481,79.65,2427874.605
1161,1161,2023-07-01 11:21:00,30481,30481.5,30480.5,30480.5,86.525,2637385.3785
1162,1162,2023-07-01 11:22:00,30480.5,30481,30480,30480.5,41.589,1267660.343
1163,1163,2023-07-01 11:23:00,30480.5,30481.5,30480,30480.5,80.579,2456100.3945
1164,1164,2023-07-01 11:24:00,30480.5,30482,30480.5,30480.5,35.575,1084358.4935
1165,1165,2023-07-01 11:25:00,30480.5,30480.5,30474,30475,47.986,1462370.757
1166,1166,2023-07-01 11:26:00,30475,30475,30474.5,30475,73.625,2243693.797
1167,1167,2023-07-01 11:27:00,30475,30475,30474.5,30474.5,54.181,1651148.5615
1168,1168,2023-07-01 11:28:00,30474.5,30475,30462.5,30462.5,40.59,1236635.7135
1169,1169,2023-07-01 11:29:00,30462.5,30466,30462.5,30466,32.516,990558.678
1170,1170,2023-07-01 11:30:00,30466,30474.5,30466,30474,43.313,1319826.009
1171,1171,2023-07-01 11:31:00,30474,30474,30472,30472,61.748,1881672.978
1172,1172,2023-07-01 11:32:00,30472,30472.5,30468.5,30470,53.332,1625078.2765
1173,1173,2023-07-01 11:33:00,30470,30471.5,30470,30471.5,44.834,1366148.519
1174,1174,2023-07-01 11:34:00,30471.5,30471.5,30471,30471,23.399,713001.243
1175,1175,2023-07-01 11:35:00,30471,30471,30470.5,30471,13.592,414158.442
1176,1176,2023-07-01 11:36:00,30471,30471,30467.5,30467.5,25.914,789620.736
1177,1177,2023-07-01 11:37:00,30467.5,30468,30465.5,30467.5,60.088,1830688.9015
1178,1178,2023-07-01 11:38:00,30467.5,30469,30467,30467.5,65.99,2010578.5245
1179,1179,2023-07-01 11:39:00,30467.5,30468,30467.5,30467.5,47.109,1435308.027
1180,1180,2023-07-01 11:40:00,30467.5,30468.5,30465,30465.5,29.876,910235.246
1181,1181,2023-07-01 11:41:00,30465.5,30468.5,30465,30468,61.879,1885220.4475
1182,1182,2023-07-01 11:42:00,30468,30493,30467.5,30491.5,104.537,3186304.424
1183,1183,2023-07-01 11:43:00,30491.5,30504.5,30481.5,30502.5,186.678,5692453.3405
1184,1184,2023-07-01 11:44:00,30502.5,30520,30502.5,30519.5,157.531,4807311.832
1185,1185,2023-07-01 11:45:00,30519.5,30520.5,30511,30512.5,151.32,4617701.173
1186,1186,2023-07-01 11:46:00,30512.5,30515,30511.5,30514.5,64.535,1969169.906
1187,1187,2023-07-01 11:47:00,30514.5,30542.5,30514,30539.5,237.154,7241163.6835
1188,1188,2023-07-01 11:48:00,30539.5,30582,30539.5,30582,377.843,11550378.24
1189,1189,2023-07-01 11:49:00,30582,30582,30580,30580,95.844,2930973.4665
1190,1190,2023-07-01 11:50:00,30580,30580,30545.5,30552.5,154.12,4709238.641
1191,1191,2023-07-01 11:51:00,30552.5,30553,30524.5,30533,192.111,5868499.431
1192,1192,2023-07-01 11:52:00,30533,30544,30532.5,30534,65.688,2005983.26
1193,1193,2023-07-01 11:53:00,30534,30534.5,30522,30522.5,112.536,3435454.3655
1194,1194,2023-07-01 11:54:00,30522.5,30527,30522.5,30527,56.962,1738780.89
1195,1195,2023-07-01 11:55:00,30527,30527,30507,30507.5,118.25,3608157.2225
1196,1196,2023-07-01 11:56:00,30507.5,30510,30507.5,30509,101.229,3088321.0235
1197,1197,2023-07-01 11:57:00,30509,30509,30492.5,30495,100.084,3052409.4055
1198,1198,2023-07-01 11:58:00,30495,30508.5,30494.5,30506,95.464,2911704.5995
1199,1199,2023-07-01 11:59:00,30506,30506.5,30504.5,30504.5,60.017,1830831.1095
1200,1200,2023-07-01 12:00:00,30504.5,30507,30497.5,30497.5,105.156,3207516.267
1201,1201,2023-07-01 12:01:00,30497.5,30497.5,30490.5,30491,97.245,2965269.9785
1202,1202,2023-07-01 12:02:00,30491,30491.5,30491,30491,57.597,1756199.5805
1203,1203,2023-07-01 12:03:00,30491,30492.5,30490.5,30490.5,41.624,1269176.127
1204,1204,2023-07-01 12:04:00,30490.5,30493,30490.5,30492.5,28.524,869741.0145
1205,1205,2023-07-01 12:05:00,30492.5,30493.5,30492,30492,49.152,1498798.0555
1206,1206,2023-07-01 12:06:00,30492,30519.5,30492,30519,74.483,2272224.5515
1207,1207,2023-07-01 12:07:00,30519,30534.5,30518.5,30522.5,83.575,2551103.905
1208,1208,2023-07-01 12:08:00,30522.5,30535.5,30522.5,30535.5,69.187,2112170.063
1209,1209,2023-07-01 12:09:00,30535.5,30536,30531,30531.5,81.199,2479283.5495
1210,1210,2023-07-01 12:10:00,30531.5,30532,30531,30531,53.544,1634781.1435
1211,1211,2023-07-01 12:11:00,30531,30545,30531,30544.5,84.946,2594126.263
1212,1212,2023-07-01 12:12:00,30544.5,30552.5,30544.5,30552,82.147,2509524.732
1213,1213,2023-07-01 12:13:00,30552,30552,30547,30547.5,68.561,2094341.8995
1214,1214,2023-07-01 12:14:00,30547.5,30548.5,30547,30548,49.566,1514149.133
1215,1215,2023-07-01 12:15:00,30548,30556,30548,30554.5,143.15,4373853.6765
1216,1216,2023-07-01 12:16:00,30554.5,30578,30554.5,30577.5,201.765,6167529.266
1217,1217,2023-07-01 12:17:00,30577.5,30605.5,30572,30602.5,368.093,11259329.424
1218,1218,2023-07-01 12:18:00,30602.5,30615,30600,30600.5,296.224,9067054.2165
1219,1219,2023-07-01 12:19:00,30600.5,30600.5,30569.5,30584.5,126.229,3860268.918
1220,1220,2023-07-01 12:20:00,30584.5,30585,30577,30578,65.619,2006599.635
1221,1221,2023-07-01 12:21:00,30578,30605.5,30578,30601,153.026,4681352.6275
1222,1222,2023-07-01 12:22:00,30601,30601,30583.5,30584,96.513,2952955.036
1223,1223,2023-07-01 12:23:00,30584,30598,30580.5,30598,52.982,1620452.5305
1224,1224,2023-07-01 12:24:00,30598,30609,30598,30609,131.263,4017446.017
1225,1225,2023-07-01 12:25:00,30609,30609,30578.5,30579,225.641,6902328.5615
1226,1226,2023-07-01 12:26:00,30579,30580,30572.5,30573,93.562,2860696.392
1227,1227,2023-07-01 12:27:00,30573,30573,30554.5,30554.5,61.238,1871662.4545
1228,1228,2023-07-01 12:28:00,30554.5,30554.5,30548.5,30550.5,69.974,2137838.374
1229,1229,2023-07-01 12:29:00,30550.5,30561,30550.5,30558,57.069,1743797.064
1230,1230,2023-07-01 12:30:00,30558,30566.5,30556,30556,22.599,690658.3375
1231,1231,2023-07-01 12:31:00,30556,30556,30540.5,30546,385.799,11784281.4465
1232,1232,2023-07-01 12:32:00,30546,30548,30540.5,30541,53.885,1645940.6915
1233,1233,2023-07-01 12:33:00,30541,30547,30541,30546.5,51.646,1577589.108
1234,1234,2023-07-01 12:34:00,30546.5,30546.5,30538.5,30540,31.303,956013.1955
1235,1235,2023-07-01 12:35:00,30540,30548.5,30539.5,30548,32.893,1004689.2395
1236,1236,2023-07-01 12:36:00,30548,30566.5,30548,30566.5,42.668,1304046.613
1237,1237,2023-07-01 12:37:00,30566.5,30582,30566,30578.5,70.955,2169562.6395
1238,1238,2023-07-01 12:38:00,30578.5,30585.5,30578.5,30585.5,55.028,1682911.511
1239,1239,2023-07-01 12:39:00,30585.5,30585.5,30579.5,30580.5,41.748,1276752.4845
1240,1240,2023-07-01 12:40:00,30580.5,30593.5,30580.5,30587.5,176.91,5411895.163
1241,1241,2023-07-01 12:41:00,30587.5,30592.5,30587.5,30589.5,52.03,1591638.2555
1242,1242,2023-07-01 12:42:00,30589.5,30590,30557.5,30567.5,87.846,2686295.4725
1243,1243,2023-07-01 12:43:00,30567.5,30581.5,30567.5,30573.5,21.961,671455.23
1244,1244,2023-07-01 12:44:00,30573.5,30580.5,30570,30578.5,28.629,875344.102
1245,1245,2023-07-01 12:45:00,30578.5,30588.5,30578.5,30585,40.232,1230549.4935
1246,1246,2023-07-01 12:46:00,30585,30589.5,30584,30585,33.203,1015547.0825
1247,1247,2023-07-01 12:47:00,30585,30590,30585,30587,65.021,1988853.042
1248,1248,2023-07-01 12:48:00,30587,30587,30573,30573,37.491,1146536.5995
1249,1249,2023-07-01 12:49:00,30573,30573,30561,30562,61.504,1879994.566
1250,1250,2023-07-01 12:50:00,30562,30579.5,30561.5,30579.5,53.603,1638521.506
1251,1251,2023-07-01 12:51:00,30579.5,30586,30579,30586,41.493,1269010.822
1252,1252,2023-07-01 12:52:00,30586,30589.5,30586,30587,114.691,3508165.8385
1253,1253,2023-07-01 12:53:00,30587,30587,30558,30559,69.116,2112353.304
1254,1254,2023-07-01 12:54:00,30559,30570,30558.5,30570,55.583,1698609.786
1255,1255,2023-07-01 12:55:00,30570,30570,30556.5,30556.5,43.514,1329903.776
1256,1256,2023-07-01 12:56:00,30556.5,30556.5,30542.5,30553.5,34.216,1045284.423
1257,1257,2023-07-01 12:57:00,30553.5,30564,30550,30550,25.105,767170.12
1258,1258,2023-07-01 12:58:00,30550,30550,30545.5,30549,32.063,979470.6165
1259,1259,2023-07-01 12:59:00,30549,30550.5,30545.5,30550,39.276,1199836.017
1260,1260,2023-07-01 13:00:00,30550,30564,30550,30564,47.805,1460774.1225
1261,1261,2023-07-01 13:01:00,30564,30580,30563.5,30574,52.287,1598647.7605
1262,1262,2023-07-01 13:02:00,30574,30582.5,30574,30576,33.617,1027889.6795
1263,1263,2023-07-01 13:03:00,30576,30581.5,30572.5,30572.5,46.267,1414741.0385
1264,1264,2023-07-01 13:04:00,30572.5,30580,30572,30580,30.577,934966.882
1265,1265,2023-07-01 13:05:00,30580,30584,30578.5,30583,42.992,1314760.626
1266,1266,2023-07-01 13:06:00,30583,30592,30583,30589.5,55.535,1698754.195
1267,1267,2023-07-01 13:07:00,30589.5,30600,30589.5,30599.5,60.906,1863460.9855
1268,1268,2023-07-01 13:08:00,30599.5,30602,30585.5,30587,60.514,1851475.3945
1269,1269,2023-07-01 13:09:00,30587,30600,30586,30600,33.737,1032025.5555
1270,1270,2023-07-01 13:10:00,30600,30603,30599,30602.5,32.032,980237.217
1271,1271,2023-07-01 13:11:00,30602.5,30610,30602,30608.5,56.429,1727111.0215
1272,1272,2023-07-01 13:12:00,30608.5,30626.5,30608.5,30617.5,151.921,4652044.1175
1273,1273,2023-07-01 13:13:00,30617.5,30617.5,30577.5,30578.5,194.824,5959234.644
1274,1274,2023-07-01 13:14:00,30578.5,30580,30555,30555.5,121.876,3724510.5155
1275,1275,2023-07-01 13:15:00,30555.5,30569.5,30555,30567,59.525,1819364.232
1276,1276,2023-07-01 13:16:00,30567,30574,30567,30573,48.828,1492704.926
1277,1277,2023-07-01 13:17:00,30573,30574,30561,30561,51.8,1583515.562
1278,1278,2023-07-01 13:18:00,30561,30566.5,30560.5,30566.5,53.308,1629240.3275
1279,1279,2023-07-01 13:19:00,30566.5,30567,30565,30567,29.923,914631.232
1280,1280,2023-07-01 13:20:00,30567,30576,30566.5,30575.5,30.382,928767.428
1281,1281,2023-07-01 13:21:00,30575.5,30583,30575.5,30583,64.314,1966555.88
1282,1282,2023-07-01 13:22:00,30583,30587,30579.5,30579.5,31.19,953899.1095
1283,1283,2023-07-01 13:23:00,30579.5,30580.5,30574,30574,21.272,650444.9125
1284,1284,2023-07-01 13:24:00,30574,30574.5,30565,30567.5,29.129,890379.3905
1285,1285,2023-07-01 13:25:00,30567.5,30569.5,30554,30554.5,39.17,1197025.4935
1286,1286,2023-07-01 13:26:00,30554.5,30555,30550,30551,55.876,1707133.834
1287,1287,2023-07-01 13:27:00,30551,30551.5,30534,30540,53.727,1640859.725
1288,1288,2023-07-01 13:28:00,30540,30544,30536,30536,63.133,1928083.438
1289,1289,2023-07-01 13:29:00,30536,30536.5,30527,30527,95.877,2927278.275
1290,1290,2023-07-01 13:30:00,30527,30536.5,30524,30533,48.88,1492402.417
1291,1291,2023-07-01 13:31:00,30533,30544.5,30530,30544,45.478,1388801.3755
1292,1292,2023-07-01 13:32:00,30544,30546,30537,30537.5,92.307,2818988.549
1293,1293,2023-07-01 13:33:00,30537.5,30537.5,30537,30537,49.447,1509972.8035
1294,1294,2023-07-01 13:34:00,30537,30540,30537,30540,36.309,1108786.8015
1295,1295,2023-07-01 13:35:00,30540,30549,30539.5,30543.5,24.661,753295.2905
1296,1296,2023-07-01 13:36:00,30543.5,30546.5,30542.5,30546,32.206,983715.4975
1297,1297,2023-07-01 13:37:00,30546,30548,30541.5,30543.5,38.932,1189165.9835
1298,1298,2023-07-01 13:38:00,30543.5,30545,30543,30543.5,37.128,1134033.173
1299,1299,2023-07-01 13:39:00,30543.5,30543.5,30541.5,30541.5,28.767,878601.307
1300,1300,2023-07-01 13:40:00,30541.5,30545,30540,30545,40.391,1233571.4335
1301,1301,2023-07-01 13:41:00,30545,30568.5,30545,30568.5,88.456,2702832.0135
1302,1302,2023-07-01 13:42:00,30568.5,30576.5,30568,30574.5,54.26,1658962.2915
1303,1303,2023-07-01 13:43:00,30574.5,30575,30573,30574,63.461,1940226.9275
1304,1304,2023-07-01 13:44:00,30574,30575.5,30571,30571,61.357,1875928.046
1305,1305,2023-07-01 13:45:00,30571,30571.5,30562,30562,54.25,1658247.887
1306,1306,2023-07-01 13:46:00,30562,30562.5,30546,30546,49.285,1506065.967
1307,1307,2023-07-01 13:47:00,30546,30548,30546,30548,41.278,1260953.6095
1308,1308,2023-07-01 13:48:00,30548,30548,30546,30546.5,29.238,893138.6625
1309,1309,2023-07-01 13:49:00,30546.5,30546.5,30532.5,30542,22.739,694385.203
1310,1310,2023-07-01 13:50:00,30542,30544.5,30535,30544.5,49.653,1516346.055
1311,1311,2023-07-01 13:51:00,30544.5,30544.5,30540,30540.5,48.295,1475006.2595
1312,1312,2023-07-01 13:52:00,30540.5,30548,30540.5,30548,54.298,1658610.267
1313,1313,2023-07-01 13:53:00,30548,30558,30547.5,30555.5,48.136,1470672.8955
1314,1314,2023-07-01 13:54:00,30555.5,30556,30554,30554,33.765,1031681.058
1315,1315,2023-07-01 13:55:00,30554,30554.5,30553,30553,26.31,803863.235
1316,1316,2023-07-01 13:56:00,30553,30553.5,30540,30546,46.748,1427863.6065
1317,1317,2023-07-01 13:57:00,30546,30555,30546,30551.5,28.509,870971.9375
